iso3c,calificacion,ocupacion,rama,freq
CIV,2.Media,1.Asalariado_patr,1.Agro,3.1392506318473568
CIV,2.Media,1.Asalariado_patr,2.No_agro,11.71156893578786
CIV,2.Media,3.TCP_fliares,1.Agro,41.55396268266295
CIV,2.Media,3.TCP_fliares,2.No_agro,28.935267856049332
CIV,3.Alta,1.Asalariado_patr,1.Agro,0.09013115431661547
CIV,3.Alta,1.Asalariado_patr,2.No_agro,5.797585156428711
CIV,3.Alta,3.TCP_fliares,1.Agro,0.13188484982771162
CIV,3.Alta,3.TCP_fliares,2.No_agro,1.5834089130523517
CMR,1.Baja,1.Asalariado_patr,1.Agro,0.0030062943943191226
CMR,1.Baja,1.Asalariado_patr,2.No_agro,2.715006105833811
CMR,1.Baja,3.TCP_fliares,1.Agro,0.04364422956422241
CMR,1.Baja,3.TCP_fliares,2.No_agro,3.614492698231086
CMR,2.Media,1.Asalariado_patr,1.Agro,2.244505868462381
CMR,2.Media,1.Asalariado_patr,2.No_agro,12.258038088481728
CMR,2.Media,3.TCP_fliares,1.Agro,45.434399464195316
CMR,2.Media,3.TCP_fliares,2.No_agro,22.75444410198955
CMR,3.Alta,1.Asalariado_patr,1.Agro,0.059425918925184645
CMR,3.Alta,1.Asalariado_patr,2.No_agro,8.05623369986578
CMR,3.Alta,3.TCP_fliares,1.Agro,0.20971004693005618
CMR,3.Alta,3.TCP_fliares,2.No_agro,2.607093483126555
COD,1.Baja,1.Asalariado_patr,1.Agro,0.29592809385651686
COD,1.Baja,1.Asalariado_patr,2.No_agro,2.192311875927069
COD,1.Baja,3.TCP_fliares,1.Agro,4.650969166325794
COD,1.Baja,3.TCP_fliares,2.No_agro,2.114131154016877
COD,2.Media,1.Asalariado_patr,1.Agro,1.6496345605350702
COD,2.Media,1.Asalariado_patr,2.No_agro,7.623929746035146
COD,2.Media,3.TCP_fliares,1.Agro,55.09648332558507
COD,2.Media,3.TCP_fliares,2.No_agro,15.623824240502616
COD,3.Alta,1.Asalariado_patr,1.Agro,0.042162049925668715
COD,3.Alta,1.Asalariado_patr,2.No_agro,9.920255167318706
COD,3.Alta,3.TCP_fliares,1.Agro,0.05120014163378536
COD,3.Alta,3.TCP_fliares,2.No_agro,0.7391704783376876
COG,1.Baja,1.Asalariado_patr,1.Agro,0.0
COG,1.Baja,1.Asalariado_patr,2.No_agro,5.886399189324131
COG,1.Baja,3.TCP_fliares,1.Agro,0.0
COG,1.Baja,3.TCP_fliares,2.No_agro,0.9612508098398728
COG,2.Media,1.Asalariado_patr,1.Agro,1.0450835228779627
COG,2.Media,1.Asalariado_patr,2.No_agro,43.4549345152846
COG,2.Media,3.TCP_fliares,1.Agro,3.103010727880955
COG,2.Media,3.TCP_fliares,2.No_agro,27.286038410099984
COG,3.Alta,1.Asalariado_patr,1.Agro,0.0
COG,3.Alta,1.Asalariado_patr,2.No_agro,17.506645093998735
COG,3.Alta,3.TCP_fliares,1.Agro,0.0
COG,3.Alta,3.TCP_fliares,2.No_agro,0.7566377306937435
COK,1.Baja,1.Asalariado_patr,1.Agro,0.0
COK,1.Baja,1.Asalariado_patr,2.No_agro,12.936697082598336
COK,1.Baja,3.TCP_fliares,1.Agro,0.0
COK,1.Baja,3.TCP_fliares,2.No_agro,0.4245374431421067
COK,2.Media,1.Asalariado_patr,1.Agro,0.7181590532344059
COK,2.Media,1.Asalariado_patr,2.No_agro,41.70591314005477
COK,2.Media,3.TCP_fliares,1.Agro,3.7656913258190854
COK,2.Media,3.TCP_fliares,2.No_agro,3.9509177216023534
COK,3.Alta,1.Asalariado_patr,1.Agro,0.14960678349211437
COK,3.Alta,1.Asalariado_patr,2.No_agro,32.74808465752845
COK,3.Alta,3.TCP_fliares,1.Agro,0.726665659695901
COK,3.Alta,3.TCP_fliares,2.No_agro,2.8737271328324714
COL,1.Baja,1.Asalariado_patr,1.Agro,0.8265596861625137
COL,1.Baja,1.Asalariado_patr,2.No_agro,4.7767759835244945
COL,1.Baja,3.TCP_fliares,1.Agro,0.8426797118632553
COL,1.Baja,3.TCP_fliares,2.No_agro,2.5677087092765967
COL,2.Media,1.Asalariado_patr,1.Agro,3.5165944997986807
COL,2.Media,1.Asalariado_patr,2.No_agro,23.484695303803214
COL,2.Media,3.TCP_fliares,1.Agro,5.60683753656284
COL,2.Media,3.TCP_fliares,2.No_agro,19.742546546766324
COL,3.Alta,1.Asalariado_patr,1.Agro,2.390814491196511
COL,3.Alta,1.Asalariado_patr,2.No_agro,17.277594333148475
COL,3.Alta,3.TCP_fliares,1.Agro,3.9430318462644482
COL,3.Alta,3.TCP_fliares,2.No_agro,15.024161351632642
COM,1.Baja,1.Asalariado_patr,1.Agro,0.018769297732724323
COM,1.Baja,1.Asalariado_patr,2.No_agro,2.6507559804069922
COM,1.Baja,3.TCP_fliares,1.Agro,0.05515777199870313
COM,1.Baja,3.TCP_fliares,2.No_agro,0.6033608274439937
COM,2.Media,1.Asalariado_patr,1.Agro,2.713017350761175
COM,2.Media,1.Asalariado_patr,2.No_agro,21.112194562035704
COM,2.Media,3.TCP_fliares,1.Agro,35.109539465073574
COM,2.Media,3.TCP_fliares,2.No_agro,21.16189767196382
COM,3.Alta,1.Asalariado_patr,1.Agro,0.07899985281203524
COM,3.Alta,1.Asalariado_patr,2.No_agro,15.804851393684709
COM,3.Alta,3.TCP_fliares,1.Agro,0.04191719220833468
COM,3.Alta,3.TCP_fliares,2.No_agro,0.6495386338782388
CPV,1.Baja,1.Asalariado_patr,1.Agro,1.5997232975293836
CPV,1.Baja,1.Asalariado_patr,2.No_agro,10.364382744693433
CPV,1.Baja,3.TCP_fliares,1.Agro,7.295284550002416
CPV,1.Baja,3.TCP_fliares,2.No_agro,8.643162733428024
CPV,2.Media,1.Asalariado_patr,1.Agro,2.6272235348372277
CPV,2.Media,1.Asalariado_patr,2.No_agro,31.345474707230068
CPV,2.Media,3.TCP_fliares,1.Agro,7.09469993593696
CPV,2.Media,3.TCP_fliares,2.No_agro,15.47902987758882
CPV,3.Alta,1.Asalariado_patr,1.Agro,0.06315617347641089
CPV,3.Alta,1.Asalariado_patr,2.No_agro,14.771077431517265
CPV,3.Alta,3.TCP_fliares,1.Agro,0.016376576647215237
