COUNTRY_lab,rama_agg,skill_level,cat_ocup,n_raw,n_wei
Vietnam,Agro,Level 3-4,Employer,160,2031.59
Vietnam,Agro,Level 3-4,Own account worker,217,2526.93
Vietnam,Agro,Level 3-4,Unpaid worker,131,1466.04
Vietnam,Agro,Level 3-4,Wage/salary worker,2573,29866.63
Vietnam,No agro,Level 1,Employer,2470,28738.62
Vietnam,No agro,Level 1,Own account worker,49545,587002.06
Vietnam,No agro,Level 1,Unpaid worker,19687,223276.89
Vietnam,No agro,Level 1,Wage/salary worker,190449,2299823.51
Vietnam,No agro,Level 2,Employer,57505,750767.35
Vietnam,No agro,Level 2,Own account worker,648133,8039458.5
Vietnam,No agro,Level 2,Unpaid worker,182634,2209489.25
Vietnam,No agro,Level 2,Wage/salary worker,1000939,13773179.230000002
Vietnam,No agro,Level 3-4,Employer,13395,201880.76
Vietnam,No agro,Level 3-4,Own account worker,16361,250325.85
Vietnam,No agro,Level 3-4,Unpaid worker,3503,52669.03
Vietnam,No agro,Level 3-4,Wage/salary worker,398557,5279462.5
Zambia,Agro,Level 1,Employer,111,1110
Zambia,Agro,Level 1,Own account worker,11245,112450
Zambia,Agro,Level 1,Unpaid worker,14736,147360
Zambia,Agro,Level 1,Wage/salary worker,4658,46580
Zambia,Agro,Level 2,Employer,384,3840
Zambia,Agro,Level 2,Own account worker,93815,938150
Zambia,Agro,Level 2,Unpaid worker,81707,817070
Zambia,Agro,Level 2,Wage/salary worker,4235,42350
Zambia,Agro,Level 3-4,Employer,49,490
Zambia,Agro,Level 3-4,Own account worker,486,4860
Zambia,Agro,Level 3-4,Unpaid worker,294,2940
Zambia,Agro,Level 3-4,Wage/salary worker,487,4870
Zambia,No agro,Level 1,Employer,141,1410
Zambia,No agro,Level 1,Own account worker,5251,52510
Zambia,No agro,Level 1,Unpaid worker,713,7130
Zambia,No agro,Level 1,Wage/salary worker,7067,70670
Zambia,No agro,Level 2,Employer,994,9940
Zambia,No agro,Level 2,Own account worker,31992,319920
Zambia,No agro,Level 2,Unpaid worker,3663,36630
Zambia,No agro,Level 2,Wage/salary worker,38396,383960
Zambia,No agro,Level 3-4,Employer,802,8020
Zambia,No agro,Level 3-4,Own account worker,3386,33860
Zambia,No agro,Level 3-4,Unpaid worker,228,2280
Zambia,No agro,Level 3-4,Wage/salary worker,21841,218410
