iso3c,ref_area.label,country,region,income_group,income_group_2,cluster_pimsa,peq_estado,excl_tamaño,ocde,n_ocup_totales,n_tcp_fliares_totales,n_tcp_fliares_calif_baja,n_tcp_fliares_no_agro,n_no_agro_calif_baja,prop_ocup_totales,prop_tcp_fliares_totales,prop_tcp_fliares_calif_baja,prop_tcp_fliares_no_agro,prop_no_agro_calif_baja,prop_tcp_fliares_no_agro_calif_baja
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,02 Medios-altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,15343.435090909092,1519.1598181818183,551.6489090909091,1499.1889090909092,3847.5067272727274,0.7854667671368001,9.901041123978247,3.6465609475689225,9.770881814980083,25.43715620080904,4.318305615247501
ZMB,Zambia,Zambia,Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,5380.123666666666,3959.2456666666667,214.87,1009.577,313.58500000000004,0.27542126767666797,73.5902353173914,4.016110796585026,18.76494040936234,6.16830926738382,0.4759337309061033
ZWE,Zimbabwe,Zimbabwe,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,5536.656333333333,4038.4693333333335,257.943,807.4426666666667,456.29633333333334,0.2834345454667775,72.94058164708194,4.6638091007768105,14.583579295060694,8.24644645122238,0.5308598086285601
TKL,Tokelau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA
ABW,Aruba,Aruba,Latin America & Caribbean,High income,01 Altos ingresos,NA,Peq. estado,Excluíble,No OCDE,NA,NA,NA,NA,6.302,NA,NA,NA,NA,13.672654690618762,NA
BMU,Bermuda,Bermuda,North America,High income,01 Altos ingresos,NA,Peq. estado,Excluíble,No OCDE,NA,NA,NA,NA,1.036,NA,NA,NA,NA,2.8942589747171392,NA
CUB,Cuba,Cuba,Latin America & Caribbean,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,749.963,NA,NA,NA,NA,14.993126312025751,NA
CYM,Cayman Islands,Cayman Islands,Latin America & Caribbean,High income,01 Altos ingresos,NA,Peq. estado,Excluíble,No OCDE,NA,NA,NA,NA,4.6962,NA,NA,NA,NA,12.93365084669209,NA
DZA,Algeria,Algeria,Middle East & North Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,1287,NA,NA,NA,NA,12.714878482513337,NA
IMN,Isle of Man,Isle of Man,Europe & Central Asia,High income,01 Altos ingresos,NA,Peq. estado,Excluíble,No OCDE,NA,NA,NA,NA,3.4879999999999995,NA,NA,NA,NA,8.23282271579295,NA
MAC,"Macao, China","Macao SAR, China",East Asia & Pacific,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,62.05,NA,NA,NA,NA,16.57650437454084,NA
MYS,Malaysia,Malaysia,East Asia & Pacific,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,1255,NA,NA,NA,NA,10.008440052368199,NA
NGA,Nigeria,Nigeria,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,1655.3306666666667,NA,NA,NA,NA,2.8520126882952384,NA
PNG,Papua New Guinea,Papua New Guinea,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,549.194,NA,NA,NA,NA,37.940051024813975,NA
POL,Poland,Poland,Europe & Central Asia,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,NA,NA,NA,NA,990.8538181818182,NA,NA,NA,NA,6.277441002758382,NA
QAT,Qatar,Qatar,Middle East & North Africa,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,315.412,NA,NA,NA,NA,22.46476214895693,NA
REU,Réunion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.306999999999999,NA,NA,NA,NA,6.028823058446757,NA
SGP,Singapore,Singapore,East Asia & Pacific,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,154.45714285714286,NA,NA,NA,NA,7.493346640053226,NA
UKR,Ukraine,Ukraine,Europe & Central Asia,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,1441.3104444444443,NA,NA,NA,NA,8.053951053787632,NA
BIH,Bosnia & Herzegovina,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1792604860907058
BOL,Bolivia,Bolivia,Latin America & Caribbean,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8230446778485642
BRN,Brunei,Brunei Darussalam,East Asia & Pacific,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15033260191016468
CIV,Côte d’Ivoire,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7248469512248937
COD,Congo - Kinshasa,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,04 Bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8897472628764429
COG,Congo - Brazzaville,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5848491064614814
CPV,Cape Verde,Cabo Verde,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7229743734730505
GBR,United Kingdom,United Kingdom,Europe & Central Asia,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6882262866932239
HKG,Hong Kong SAR China,"Hong Kong SAR, China",East Asia & Pacific,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2415445731973085
IRN,Iran,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7033954433774627
KOR,South Korea,"Korea, Rep.",East Asia & Pacific,High income,01 Altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.285236129890994
KOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.871053512315207
LAO,Laos,Lao PDR,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0460657440131629
LCA,St. Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,02 Medios-altos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,Excluíble,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2441236826320934
MDA,Moldova,Moldova,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0846839988502837
MMR,Myanmar (Burma),Myanmar,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530016060684309
PSE,Palestinian Territories,West Bank and Gaza,Middle East & North Africa,Lower middle income,03 Medios-bajos ingresos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6427863759626103
RUS,Russia,Russian Federation,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04874530782185879
STP,São Tomé & Príncipe,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,Excluíble,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.427566701456412
TTO,Trinidad & Tobago,Trinidad and Tobago,Latin America & Caribbean,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.190312246186706
TUR,Turkey,Turkiye,Europe & Central Asia,Upper middle income,02 Medios-altos ingresos,C3. Cap. extensión c/peso campo,No peq. estado,No excluible,OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21275509420301855
TZA,Tanzania,Tanzania,Sub-Saharan Africa,Lower middle income,03 Medios-bajos ingresos,C5. Pequeña propiedad en el campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.386913529597039
USA,United States,United States,North America,High income,01 Altos ingresos,C1. Cap. avanzado,No peq. estado,No excluible,OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21258595156918317
VEN,Venezuela,"Venezuela, RB",Latin America & Caribbean,99_Sin_datos,99_Sin_datos,C2. Cap. extensión reciente c/desarrollo profundidad,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05230066591850107
VNM,Vietnam,Vietnam,East Asia & Pacific,Lower middle income,03 Medios-bajos ingresos,C4. Cap. escasa extensión c/peso campo,No peq. estado,No excluible,No OCDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9750109419484656
WLF,Wallis & Futuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
