ref_area,ref_area.label,source,source.label,indicator,indicator.label,classif1,classif1.label,classif2,classif2.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label,rama2,calif
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,100.789,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,101.249,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,58.917,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2009,2.62,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2009,1.263,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,3.Alta
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2009,1.355,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,2.Media
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2009,0.316,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,1.Baja
JAM,Jamaica,BA:65,LFS - Labour Force Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_X,Economic activity (Aggregate): X - Not elsewhere classified,OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2009,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,9.SD,9.SD
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,1.624,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,65.959,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,9.444,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,31.125,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,150.254,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,22.152,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,11.258,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,173.18,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,2.217,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,11.592,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,15.21,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,6.185,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,133.029,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,652.172,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,53.609,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2019,301.274,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2019,527.988,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2019,126.74,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_X,Occupation (Skill level): X - Not elsewhere classified,2019,NA,U,Unreliable,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,9.SD
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,0.643,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2018,73.204,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2018,6.605,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,32.057,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2018,155.826,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2018,17.612,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,9.091,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2018,174.672,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2018,1.978,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,10.572,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2018,13.624,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2018,7.122,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,139.965,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2018,529.124,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2018,48.182,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2018,319.621,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2018,480.116,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2018,129.736,NA,NA,NA,NA,NA,NA,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,1.009,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2017,67.73,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_AGR,Economic activity (Aggregate): Agriculture,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2017,2.802,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,1.Agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,34.936,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2017,175.227,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MAN,Economic activity (Aggregate): Manufacturing,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2017,19.916,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,7.767,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2017,157.267,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_CON,Economic activity (Aggregate): Construction,OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2017,2.849,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,8.785,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2017,15.307,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MEL,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2017,5.039,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,150.882,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2017,481.298,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_MKT,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2017,57.104,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Occupation (Skill level): Skill levels 3 and 4 ~ high,2017,322.628,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,3.Alta
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Occupation (Skill level): Skill level 2 ~ medium,2017,458.2,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,2.Media
JOR,Jordan,BA:682,LFS - Employment and Unemployment Survey,EMP_TEMP_ECO_OCU_NB,Employment by economic activity and occupation (thousands),ECO_AGGREGATE_PUB,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Occupation (Skill level): Skill level 1 ~ low,2017,150.904,B,Break in series,NA,NA,I11:264,Break in series: Methodology revised,R1:3513,Repository: ILO-STATISTICS - Micro data processing,2.No_agro,1.Baja
